cases,deaths,year,state,population,abbreviation,cases_per_10k,deaths_per_10k
910367,11448,2022,Connecticut,3570549,CT,2549.6555291637223,32.06229630233334
312655,3136,2022,Delaware,967679,DE,3230.978454632166,32.40744089723969
169436,1392,2022,District of Columbia,701974,DC,2413.7076301971297,19.82979426588449
7149300,82176,2022,Florida,21216924,FL,3369.6213456766873,38.7313448452754
2835571,39057,2022,Georgia,10516579,GA,2696.286501532485,37.13850292951729
353081,1701,2022,Hawaii,1420074,HI,2486.3563448102,11.978249020825675
499941,5219,2022,Idaho,1754367,ID,2849.6945051976013,29.74862158259931
3811411,39947,2022,Illinois,12716164,IL,2997.2961971865097,31.41434791183882
1937565,24864,2022,Indiana,6696893,IN,2893.2297410157216,37.127665023168205
862925,10177,2022,Iowa,3150011,IA,2739.434878163918,32.3078236869649
888315,9628,2022,Kansas,2912619,KS,3049.883970406016,33.05616010882302
1611523,17261,2022,Kentucky,4461952,KY,3611.6995431595856,38.68486258928827
1461433,18168,2022,Louisiana,4664616,LA,3133.0188808682215,38.94854367433461
296507,2641,2022,Maine,1340825,ME,2211.3773236626703,19.69682844517368
1266249,15531,2022,Maryland,6037624,MD,2097.263758061118,25.72369528145509
2078225,21923,2022,Massachusetts,6873003,MA,3023.751044485213,31.897265285640064
2877509,39199,2022,Michigan,9973907,MI,2885.036926853238,39.301549533196976
1680916,13786,2022,Minnesota,5600166,MN,3001.546739864497,24.617127420865742
933065,12968,2022,Mississippi,2981835,MS,3129.1637531922456,43.48999860823955
1683637,21845,2022,Missouri,6124160,MO,2749.172131361689,35.6701980353224
314068,3569,2022,Montana,1061705,MT,2958.147508017764,33.615740718937936
540345,4559,2022,Nebraska,1923826,NE,2808.699955193453,23.697569322797385
850204,11555,2022,Nevada,3030281,NV,2805.693597392453,38.131777218020375
356343,2737,2022,New Hampshire,1355244,NH,2629.364158778788,20.195625289615744
2787227,34885,2022,New Jersey,8885418,NJ,3136.8552385492726,39.26095542156824
626168,8633,2022,New Mexico,2097021,NM,2985.988218525232,41.167923449502894
6217634,72393,2022,New York,19514849,NY,3186.104079001585,37.09636697675703
3237440,26963,2022,North Carolina,10386227,NC,3117.051071577773,25.960341517665654
271913,2434,2022,North Dakota,760394,ND,3575.948784445958,32.0097212760753
3173375,40111,2022,Ohio,11675275,OH,2718.0301962908798,34.355507686114464
1205519,14943,2022,Oklahoma,3949342,OK,3052.4553204052722,37.83668266764438
908188,8680,2022,Oregon,4176346,OR,2174.5995183349273,20.783718590365837
3304816,47705,2022,Pennsylvania,12794885,PA,2582.9196589105723,37.28443045795253
430636,3686,2022,Rhode Island,1057798,RI,4071.0608263581516,34.84597248245884
1721693,18578,2022,South Carolina,5091517,SC,3381.493177770005,36.48814292479039
264187,3059,2022,South Dakota,879336,SD,3004.3919502897643,34.78761247122829
2298594,27792,2022,Tennessee,6772268,TN,3394.1273440448604,41.037950654049716
7917113,91284,2022,Texas,28635442,TX,2764.7951095010167,31.87797834585546
1043639,5047,2022,Utah,3151239,UT,3311.8370266425363,16.015922625989333
144895,740,2022,Vermont,624340,VT,2320.770733894993,11.852516257167569
2114758,22155,2022,Virginia,8509358,VA,2485.2145132453,26.036041731937946
1835348,14585,2022,Washington,7512465,WA,2443.0702838549,19.414399933976398
606794,7502,2022,West Virginia,1807426,WV,3357.2273498334093,41.50654024009835
1893061,15417,2022,Wisconsin,5806975,WI,3259.977871439088,26.54910689300367
178444,1908,2022,Wyoming,581348,WY,3069.486779003282,32.82027288302359
1534287,20558,2022,Alabama,4893186,AL,3135.5583049571383,42.01352656530939
298479,1369,2022,Alaska,736990,AK,4049.97354102498,18.575557334563563
2287886,31548,2022,Arizona,7174064,AZ,3189.1073176932905,43.97507465782296
959014,12462,2022,Arkansas,3011873,AR,3184.1116806717946,41.37624660800771
11361181,96928,2022,California,39346023,CA,2887.504284740544,24.63476423017391
1679515,13614,2022,Colorado,5684926,CO,2954.330452146607,23.947541269666484
910919,11462,2022,Connecticut,3570549,CT,2551.20150990786,32.10150595888756
312850,3136,2022,Delaware,967679,DE,3232.9935856828556,32.40744089723969
169436,1392,2022,District of Columbia,701974,DC,2413.7076301971297,19.82979426588449
7149300,82176,2022,Florida,21216924,FL,3369.6213456766873,38.7313448452754
2835571,39057,2022,Georgia,10516579,GA,2696.286501532485,37.13850292951729
353081,1701,2022,Hawaii,1420074,HI,2486.3563448102,11.978249020825675
499973,5219,2022,Idaho,1754367,ID,2849.8769071693664,29.74862158259931
3813025,39968,2022,Illinois,12716164,IL,2998.5654478819242,31.43086232609142
1937565,24864,2022,Indiana,6696893,IN,2893.2297410157216,37.127665023168205
862925,10177,2022,Iowa,3150011,IA,2739.434878163918,32.3078236869649
888315,9628,2022,Kansas,2912619,KS,3049.883970406016,33.05616010882302
1611523,17261,2022,Kentucky,4461952,KY,3611.6995431595856,38.68486258928827
1461433,18168,2022,Louisiana,4664616,LA,3133.0188808682215,38.94854367433461
296746,2642,2022,Maine,1340825,ME,2213.159808326963,19.704286540003356
1267155,15539,2022,Maryland,6037624,MD,2098.7643483595534,25.73694552691589
2086638,22023,2022,Massachusetts,6873003,MA,3035.991690968271,32.04276209394933
2877509,39199,2022,Michigan,9973907,MI,2885.036926853238,39.301549533196976
1686048,13825,2022,Minnesota,5600166,MN,3010.710753931223,24.686768213656524
933065,12968,2022,Mississippi,2981835,MS,3129.1637531922456,43.48999860823955
1683956,21845,2022,Missouri,6124160,MO,2749.6930191242554,35.6701980353224
314068,3569,2022,Montana,1061705,MT,2958.147508017764,33.615740718937936
540345,4559,2022,Nebraska,1923826,NE,2808.699955193453,23.697569322797385
850204,11555,2022,Nevada,3030281,NV,2805.693597392453,38.131777218020375
356580,2737,2022,New Hampshire,1355244,NH,2631.112921363238,20.195625289615744
2789256,34898,2022,New Jersey,8885418,NJ,3139.138755205439,39.27558613449587
626714,8635,2022,New Mexico,2097021,NM,2988.5919120504755,41.177460788423204
6223314,72424,2022,New York,19514849,NY,3189.0146831266798,37.11225231617216
3237440,26963,2022,North Carolina,10386227,NC,3117.051071577773,25.960341517665654
271913,2434,2022,North Dakota,760394,ND,3575.948784445958,32.0097212760753
3185038,40178,2022,Ohio,11675275,OH,2728.0196826198953,34.41289391470436
1208316,14961,2022,Oklahoma,3949342,OK,3059.537512831251,37.88225988025347
908188,8680,2022,Oregon,4176346,OR,2174.5995183349273,20.783718590365837
3304816,47705,2022,Pennsylvania,12794885,PA,2582.9196589105723,37.28443045795253
432042,3696,2022,Rhode Island,1057798,RI,4084.352589057646,34.94050849027886
1721693,18578,2022,South Carolina,5091517,SC,3381.493177770005,36.48814292479039
264187,3059,2022,South Dakota,879336,SD,3004.3919502897643,34.78761247122829
2298594,27792,2022,Tennessee,6772268,TN,3394.1273440448604,41.037950654049716
7917515,91289,2022,Texas,28635442,TX,2764.935494971581,31.87972443379781
1045758,5056,2022,Utah,3151239,UT,3318.5613658627603,16.044482820884102
144895,740,2022,Vermont,624340,VT,2320.770733894993,11.852516257167569
2116060,22171,2022,Virginia,8509358,VA,2486.7445934229117,26.054844560541465
1835720,14595,2022,Washington,7512465,WA,2443.5654608706996,19.42771114407854
607087,7513,2022,West Virginia,1807426,WV,3358.848439714821,41.56740026977591
1894346,15434,2022,Wisconsin,5806975,WI,3262.1907275302547,26.578382031952952
178444,1908,2022,Wyoming,581348,WY,3069.486779003282,32.82027288302359
1534287,20558,2022,Alabama,4893186,AL,3135.5583049571383,42.01352656530939
298479,1369,2022,Alaska,736990,AK,4049.97354102498,18.575557334563563
2287886,31548,2022,Arizona,7174064,AZ,3189.1073176932905,43.97507465782296
959296,12475,2022,Arkansas,3011873,AR,3185.0479751304256,41.41940911851197
11362397,96928,2022,California,39346023,CA,2887.81333757671,24.63476423017391
1680534,13618,2022,Colorado,5684926,CO,2956.1229117142425,23.954577421060538
912055,11463,2022,Connecticut,3570549,CT,2554.383093468259,32.104306648641426
312990,3147,2022,Delaware,967679,DE,3234.4403464371967,32.52111495650934
169709,1397,2022,District of Columbia,701974,DC,2417.596663124275,19.90102197517287
7149300,82176,2022,Florida,21216924,FL,3369.6213456766873,38.7313448452754
2835571,39057,2022,Georgia,10516579,GA,2696.286501532485,37.13850292951729
353081,1701,2022,Hawaii,1420074,HI,2486.3563448102,11.978249020825675
499980,5220,2022,Idaho,1754367,ID,2849.9168076006904,29.754321644216972
3816464,39982,2022,Illinois,12716164,IL,3001.269879815957,31.441871935593152
1937565,24901,2022,Indiana,6696893,IN,2893.2297410157216,37.18291452469078
862925,10177,2022,Iowa,3150011,IA,2739.434878163918,32.3078236869649
888322,9632,2022,Kansas,2912619,KS,3049.9080037588164,33.069893453280365
1611523,17261,2022,Kentucky,4461952,KY,3611.6995431595856,38.68486258928827
1461433,18168,2022,Louisiana,4664616,LA,3133.0188808682215,38.94854367433461
297021,2644,2022,Maine,1340825,ME,2215.2107844051234,19.719202729662708
1268014,15550,2022,Maryland,6037624,MD,2100.1870934659064,25.755164614424483
2086638,22023,2022,Massachusetts,6873003,MA,3035.991690968271,32.04276209394933
2886176,39250,2022,Michigan,9973907,MI,2893.7266008195184,39.35268295563614
1686048,13825,2022,Minnesota,5600166,MN,3010.710753931223,24.686768213656524
933065,12968,2022,Mississippi,2981835,MS,3129.1637531922456,43.48999860823955
1684195,21847,2022,Missouri,6124160,MO,2750.0832767269308,35.673463789319676
314743,3574,2022,Montana,1061705,MT,2964.50520624844,33.66283477990591
535012,4550,2022,Nebraska,1923826,NE,2780.979153000323,23.650787545235378
852961,11555,2022,Nevada,3030281,NV,2814.791763536121,38.131777218020375
356867,2745,2022,New Hampshire,1355244,NH,2633.2306212017907,20.254655250272275
2791469,34905,2022,New Jersey,8885418,NJ,3141.629352721504,39.28346421068767
627203,8644,2022,New Mexico,2097021,NM,2990.9237914164905,41.22037881356458
6228543,72414,2022,New York,19514849,NY,3191.694181184799,37.107128013135025
3237440,26963,2022,North Carolina,10386227,NC,3117.051071577773,25.960341517665654
272812,2434,2022,North Dakota,760394,ND,3587.7716026165385,32.0097212760753
3185038,40178,2022,Ohio,11675275,OH,2728.0196826198953,34.41289391470436
1208316,14961,2022,Oklahoma,3949342,OK,3059.537512831251,37.88225988025347
908188,8680,2022,Oregon,4176346,OR,2174.5995183349273,20.783718590365837
3304816,47705,2022,Pennsylvania,12794885,PA,2582.9196589105723,37.28443045795253
432042,3696,2022,Rhode Island,1057798,RI,4084.352589057646,34.94050849027886
1721693,18578,2022,South Carolina,5091517,SC,3381.493177770005,36.48814292479039
264187,3059,2022,South Dakota,879336,SD,3004.3919502897643,34.78761247122829
2298594,27792,2022,Tennessee,6772268,TN,3394.1273440448604,41.037950654049716
7921604,91310,2022,Texas,28635442,TX,2766.363445690833,31.88705800315567
1045758,5056,2022,Utah,3151239,UT,3318.5613658627603,16.044482820884102
144895,740,2022,Vermont,624340,VT,2320.770733894993,11.852516257167569
2117608,22189,2022,Virginia,8509358,VA,2488.563767090302,26.07599774272043
1835792,14595,2022,Washington,7512465,WA,2443.661301583435,19.42771114407854
607366,7514,2022,West Virginia,1807426,WV,3360.392071376643,41.5729329997466
1895481,15460,2022,Wisconsin,5806975,WI,3264.1452735718685,26.623155773875382
178444,1908,2022,Wyoming,581348,WY,3069.486779003282,32.82027288302359
1534287,20558,2022,Alabama,4893186,AL,3135.5583049571383,42.01352656530939
298479,1369,2022,Alaska,736990,AK,4049.97354102498,18.575557334563563
2287886,31548,2022,Arizona,7174064,AZ,3189.1073176932905,43.97507465782296
959579,12488,2022,Arkansas,3011873,AR,3185.987589782172,41.46257162901623
11362397,96928,2022,California,39346023,CA,2887.81333757671,24.63476423017391
1680534,13618,2022,Colorado,5684926,CO,2956.1229117142425,23.954577421060538
912055,11463,2022,Connecticut,3570549,CT,2554.383093468259,32.104306648641426
312990,3147,2022,Delaware,967679,DE,3234.4403464371967,32.52111495650934
169709,1397,2022,District of Columbia,701974,DC,2417.596663124275,19.90102197517287
7149300,82176,2022,Florida,21216924,FL,3369.6213456766873,38.7313448452754
2835571,39057,2022,Georgia,10516579,GA,2696.286501532485,37.13850292951729
353081,1701,2022,Hawaii,1420074,HI,2486.3563448102,11.978249020825675
499980,5220,2022,Idaho,1754367,ID,2849.9168076006904,29.754321644216972
3816464,39982,2022,Illinois,12716164,IL,3001.269879815957,31.441871935593152
1937565,24901,2022,Indiana,6696893,IN,2893.2297410157216,37.18291452469078
862925,10177,2022,Iowa,3150011,IA,2739.434878163918,32.3078236869649
888322,9632,2022,Kansas,2912619,KS,3049.9080037588164,33.069893453280365
1611523,17261,2022,Kentucky,4461952,KY,3611.6995431595856,38.68486258928827
1461433,18168,2022,Louisiana,4664616,LA,3133.0188808682215,38.94854367433461
297246,2648,2022,Maine,1340825,ME,2216.888855741801,19.74903510898141
1268014,15550,2022,Maryland,6037624,MD,2100.1870934659064,25.755164614424483
2086638,22023,2022,Massachusetts,6873003,MA,3035.991690968271,32.04276209394933
2886176,39250,2022,Michigan,9973907,MI,2893.7266008195184,39.35268295563614
1686048,13825,2022,Minnesota,5600166,MN,3010.710753931223,24.686768213656524
933065,12968,2022,Mississippi,2981835,MS,3129.1637531922456,43.48999860823955
1684195,21847,2022,Missouri,6124160,MO,2750.0832767269308,35.673463789319676
314743,3574,2022,Montana,1061705,MT,2964.50520624844,33.66283477990591
535012,4550,2022,Nebraska,1923826,NE,2780.979153000323,23.650787545235378
852961,11555,2022,Nevada,3030281,NV,2814.791763536121,38.131777218020375
356867,2745,2022,New Hampshire,1355244,NH,2633.2306212017907,20.254655250272275
2791469,34905,2022,New Jersey,8885418,NJ,3141.629352721504,39.28346421068767
627203,8644,2022,New Mexico,2097021,NM,2990.9237914164905,41.22037881356458
6230820,72414,2022,New York,19514849,NY,3192.860984986356,37.107128013135025
3237440,26963,2022,North Carolina,10386227,NC,3117.051071577773,25.960341517665654
272812,2434,2022,North Dakota,760394,ND,3587.7716026165385,32.0097212760753
3185038,40178,2022,Ohio,11675275,OH,2728.0196826198953,34.41289391470436
1208316,14961,2022,Oklahoma,3949342,OK,3059.537512831251,37.88225988025347
908188,8680,2022,Oregon,4176346,OR,2174.5995183349273,20.783718590365837
3304816,47705,2022,Pennsylvania,12794885,PA,2582.9196589105723,37.28443045795253
432042,3696,2022,Rhode Island,1057798,RI,4084.352589057646,34.94050849027886
1721693,18578,2022,South Carolina,5091517,SC,3381.493177770005,36.48814292479039
264187,3059,2022,South Dakota,879336,SD,3004.3919502897643,34.78761247122829
2298594,27792,2022,Tennessee,6772268,TN,3394.1273440448604,41.037950654049716
7921604,91310,2022,Texas,28635442,TX,2766.363445690833,31.88705800315567
1045758,5056,2022,Utah,3151239,UT,3318.5613658627603,16.044482820884102
144895,740,2022,Vermont,624340,VT,2320.770733894993,11.852516257167569
2117608,22189,2022,Virginia,8509358,VA,2488.563767090302,26.07599774272043
1835792,14595,2022,Washington,7512465,WA,2443.661301583435,19.42771114407854
607366,7514,2022,West Virginia,1807426,WV,3360.392071376643,41.5729329997466
1895481,15460,2022,Wisconsin,5806975,WI,3264.1452735718685,26.623155773875382
178444,1908,2022,Wyoming,581348,WY,3069.486779003282,32.82027288302359
1534287,20558,2022,Alabama,4893186,AL,3135.5583049571383,42.01352656530939
298479,1369,2022,Alaska,736990,AK,4049.97354102498,18.575557334563563
2287886,31548,2022,Arizona,7174064,AZ,3189.1073176932905,43.97507465782296
959682,12488,2022,Arkansas,3011873,AR,3186.32956967309,41.46257162901623
11362397,96928,2022,California,39346023,CA,2887.81333757671,24.63476423017391
1680534,13618,2022,Colorado,5684926,CO,2956.1229117142425,23.954577421060538
912997,11463,2022,Connecticut,3570549,CT,2557.0213432164073,32.104306648641426
312990,3147,2022,Delaware,967679,DE,3234.4403464371967,32.52111495650934
169709,1397,2022,District of Columbia,701974,DC,2417.596663124275,19.90102197517287
7149300,82176,2022,Florida,21216924,FL,3369.6213456766873,38.7313448452754
2835571,39057,2022,Georgia,10516579,GA,2696.286501532485,37.13850292951729
353081,1701,2022,Hawaii,1420074,HI,2486.3563448102,11.978249020825675
499980,5220,2022,Idaho,1754367,ID,2849.9168076006904,29.754321644216972
3816464,39982,2022,Illinois,12716164,IL,3001.269879815957,31.441871935593152
1937565,24901,2022,Indiana,6696893,IN,2893.2297410157216,37.18291452469078
862925,10177,2022,Iowa,3150011,IA,2739.434878163918,32.3078236869649
888322,9632,2022,Kansas,2912619,KS,3049.9080037588164,33.069893453280365
1611523,17261,2022,Kentucky,4461952,KY,3611.6995431595856,38.68486258928827
1461433,18168,2022,Louisiana,4664616,LA,3133.0188808682215,38.94854367433461
297246,2648,2022,Maine,1340825,ME,2216.888855741801,19.74903510898141
1268014,15550,2022,Maryland,6037624,MD,2100.1870934659064,25.755164614424483
2086638,22023,2022,Massachusetts,6873003,MA,3035.991690968271,32.04276209394933
2886176,39250,2022,Michigan,9973907,MI,2893.7266008195184,39.35268295563614
1686048,13825,2022,Minnesota,5600166,MN,3010.710753931223,24.686768213656524
933065,12968,2022,Mississippi,2981835,MS,3129.1637531922456,43.48999860823955
1684195,21847,2022,Missouri,6124160,MO,2750.0832767269308,35.673463789319676
314743,3574,2022,Montana,1061705,MT,2964.50520624844,33.66283477990591
535012,4550,2022,Nebraska,1923826,NE,2780.979153000323,23.650787545235378
852961,11555,2022,Nevada,3030281,NV,2814.791763536121,38.131777218020375
356867,2745,2022,New Hampshire,1355244,NH,2633.2306212017907,20.254655250272275
2791469,34905,2022,New Jersey,8885418,NJ,3141.629352721504,39.28346421068767
627203,8644,2022,New Mexico,2097021,NM,2990.9237914164905,41.22037881356458
6232565,72414,2022,New York,19514849,NY,3193.7551758663362,37.107128013135025
3237440,26963,2022,North Carolina,10386227,NC,3117.051071577773,25.960341517665654
