state,cases,deaths,year
Minnesota,1022352,10656,2021
Mississippi,543737,10450,2021
Missouri,1023310,16223,2021
Montana,197784,2907,2021
Nebraska,338257,3336,2021
Nevada,501181,8420,2021
New Hampshire,198667,1961,2021
New Jersey,1564253,29037,2021
New Mexico,350043,5857,2021
New York,3473970,58993,2021
North Carolina,1685504,19436,2021
North Dakota,174220,2057,2021
Northern Mariana Islands,3255,13,2021
Ohio,2016095,29447,2021
Oklahoma,708938,11552,2021
Oregon,421263,5655,2021
Pennsylvania,2036424,36705,2021
Puerto Rico,305905,3305,2021
Rhode Island,231096,3066,2021
South Carolina,975320,14636,2021
South Dakota,179204,2486,2021
Tennessee,1379917,20640,2021
Texas,4574881,76062,2021
Utah,637144,3787,2021
Vermont,64447,471,2021
Virgin Islands,9055,89,2021
Virginia,1118518,15587,2021
Washington,852824,9904,2021
West Virginia,328162,5336,2021
Wisconsin,1120669,11173,2021
Wyoming,115638,1526,2021
Alabama,896614,16455,2022
Alaska,156130,954,2022
American Samoa,11,0,2022
Arizona,1389708,24354,2022
Arkansas,570641,9180,2022
California,5515613,76709,2022
Colorado,933257,10480,2022
Connecticut,510188,9160,2022
Delaware,183880,2286,2022
District of Columbia,94286,1211,2022
Florida,4166392,62504,2022
Georgia,1798497,30283,2022
Guam,20576,271,2022
Hawaii,112283,1091,2022
Idaho,319442,4163,2022
Illinois,2154058,31017,2022
Indiana,1250565,19037,2022
Iowa,575501,7858,2022
Kansas,520500,7030,2022
Kentucky,866041,12149,2022
Louisiana,828695,14986,2022
Maine,146736,1531,2022
Maryland,700789,11758,2022
Massachusetts,1140614,20273,2022
Michigan,1706355,28984,2022
Minnesota,1022352,10656,2022
Mississippi,543737,10450,2022
Missouri,1023310,16227,2022
Montana,197784,2907,2022
Nebraska,338257,3336,2022
Nevada,501181,8420,2022
New Hampshire,198667,1961,2022
New Jersey,1596644,29053,2022
New Mexico,350043,5857,2022
New York,3555047,59072,2022
North Carolina,1685504,19436,2022
North Dakota,174671,2057,2022
Northern Mariana Islands,3287,14,2022
Ohio,2016095,29447,2022
Oklahoma,708938,11552,2022
Oregon,421263,5655,2022
Pennsylvania,2059613,36714,2022
Puerto Rico,305905,3308,2022
Rhode Island,231096,3066,2022
South Carolina,975320,14636,2022
South Dakota,179204,2486,2022
Tennessee,1379917,20640,2022
Texas,4578763,76062,2022
Utah,637144,3787,2022
Vermont,64447,471,2022
Virgin Islands,9055,89,2022
Virginia,1118518,15587,2022
Washington,852824,9904,2022
West Virginia,328162,5336,2022
Wisconsin,1120669,11173,2022
Wyoming,115638,1526,2022
Alabama,909541,16455,2022
Alaska,156130,954,2022
American Samoa,11,0,2022
Arizona,1390409,24355,2022
Arkansas,572822,9196,2022
California,5560323,76712,2022
Colorado,936422,10485,2022
Connecticut,510188,9160,2022
Delaware,186996,2286,2022
District of Columbia,94286,1211,2022
Florida,4166392,62504,2022
Georgia,1798497,30283,2022
Guam,20576,271,2022
Hawaii,115400,1091,2022
Idaho,319442,4163,2022
Illinois,2154058,31017,2022
Indiana,1250565,19037,2022
Iowa,575501,7858,2022
Kansas,520500,7030,2022
Kentucky,866894,12149,2022
Louisiana,828695,14986,2022
Maine,146736,1531,2022
Maryland,737437,11870,2022
Massachusetts,1140614,20273,2022
Michigan,1706355,28984,2022
Minnesota,1022352,10656,2022
Mississippi,543737,10450,2022
Missouri,1029231,16233,2022
Montana,197784,2907,2022
Nebraska,338257,3336,2022
Nevada,501181,8420,2022
New Hampshire,198667,1961,2022
New Jersey,1623096,29056,2022
New Mexico,350043,5857,2022
New York,3617589,59152,2022
North Carolina,1685504,19436,2022
North Dakota,174787,2057,2022
Northern Mariana Islands,3297,17,2022
Ohio,2053721,29447,2022
Oklahoma,708938,11552,2022
Oregon,421263,5655,2022
Pennsylvania,2077224,36715,2022
Puerto Rico,332003,3310,2022
Rhode Island,231096,3066,2022
South Carolina,975320,14636,2022
South Dakota,179204,2486,2022
Tennessee,1379917,20640,2022
Texas,4581606,76062,2022
Utah,637144,3787,2022
Vermont,64447,471,2022
Virgin Islands,9055,89,2022
Virginia,1118518,15587,2022
Washington,852824,9904,2022
West Virginia,328162,5336,2022
Wisconsin,1120669,11173,2022
Wyoming,115638,1526,2022
Alabama,913603,16455,2022
Alaska,159019,955,2022
American Samoa,11,0,2022
Arizona,1404601,24355,2022
Arkansas,574572,9221,2022
California,5606685,76745,2022
Colorado,959215,10509,2022
Connecticut,533866,9210,2022
Delaware,189382,2286,2022
District of Columbia,103487,1218,2022
Florida,4166392,62504,2022
Georgia,1798497,30283,2022
Guam,20576,271,2022
Hawaii,118330,1091,2022
Idaho,320862,4170,2022
Illinois,2243215,31212,2022
Indiana,1282001,19084,2022
Iowa,575501,7858,2022
Kansas,534978,7072,2022
Kentucky,885062,12267,2022
Louisiana,859856,15001,2022
Maine,146736,1531,2022
Maryland,751688,11896,2022
Massachusetts,1173704,20315,2022
Michigan,1771160,29307,2022
Minnesota,1029126,10704,2022
Mississippi,561262,10455,2022
Missouri,1049387,16237,2022
Montana,198769,2909,2022
Nebraska,344392,3338,2022
Nevada,514344,8428,2022
New Hampshire,203749,1973,2022
New Jersey,1644839,29073,2022
New Mexico,357480,5868,2022
New York,3678042,59240,2022
North Carolina,1732706,19467,2022
North Dakota,175145,2057,2022
Northern Mariana Islands,3334,18,2022
Ohio,2072663,29447,2022
Oklahoma,716851,11552,2022
Oregon,430931,5666,2022
Pennsylvania,2101019,36799,2022
Puerto Rico,336714,3314,2022
Rhode Island,231096,3066,2022
South Carolina,975320,14636,2022
South Dakota,179983,2494,2022
Tennessee,1419217,20691,2022
Texas,4746508,76280,2022
Utah,651898,3804,2022
Vermont,67226,480,2022
Virgin Islands,10290,89,2022
Virginia,1160703,15615,2022
Washington,883675,9908,2022
West Virginia,337326,5356,2022
Wisconsin,1132362,11185,2022
Wyoming,116643,1526,2022
Alabama,921175,16496,2022
Alaska,159019,955,2022
American Samoa,11,0,2022
Arizona,1411813,24509,2022
Arkansas,581134,9248,2022
California,5748437,76821,2022
Colorado,967513,10546,2022
Connecticut,544468,9274,2022
Delaware,191649,2286,2022
District of Columbia,105493,1220,2022
Florida,4360178,62541,2022
Georgia,1860683,30332,2022
Guam,20576,271,2022
Hawaii,119830,1091,2022
Idaho,322584,4189,2022
Illinois,2267641,31312,2022
Indiana,1290307,19256,2022
Iowa,587386,7858,2022
Kansas,535130,7072,2022
Kentucky,891654,12287,2022
Louisiana,869146,15018,2022
Maine,148217,1556,2022
Maryland,766182,11944,2022
Massachusetts,1192549,20410,2022
Michigan,1771200,29307,2022
Minnesota,1045310,10740,2022
Mississippi,566102,10492,2022
Missouri,1057092,16408,2022
Montana,199737,2912,2022
Nebraska,346860,3344,2022
Nevada,517246,8468,2022
New Hampshire,204897,2004,2022
New Jersey,1674453,29151,2022
New Mexico,359116,5899,2022
New York,3729331,59339,2022
North Carolina,1743469,19504,2022
North Dakota,176374,2060,2022
Northern Mariana Islands,3392,18,2022
Ohio,2093074,29674,2022
Oklahoma,720961,11552,2022
Oregon,435453,5710,2022
Pennsylvania,2122986,36968,2022
Puerto Rico,338600,3318,2022
Rhode Island,247324,3096,2022
South Carolina,1011271,14674,2022
South Dakota,183030,2498,2022
Tennessee,1427973,20741,2022
Texas,4800498,76347,2022
Utah,656553,3811,2022
Vermont,68957,480,2022
Virgin Islands,10714,89,2022
Virginia,1176159,15622,2022
Washington,891639,9956,2022
West Virginia,339679,5361,2022
Wisconsin,1142291,11246,2022
Wyoming,117389,1572,2022
Alabama,932250,16503,2022
Alaska,159019,955,2022
American Samoa,11,0,2022
Arizona,1419562,24570,2022
Arkansas,588622,9256,2022
California,5807748,76967,2022
Colorado,975431,10566,2022
Connecticut,554812,9281,2022
Delaware,192968,2286,2022
District of Columbia,106819,1222,2022
Florida,4419665,62542,2022
Georgia,1883128,30353,2022
Guam,21057,274,2022
Hawaii,122385,1091,2022
Idaho,324035,4194,2022
Illinois,2299850,31416,2022
Indiana,1303201,19296,2022
Iowa,596296,8019,2022
Kansas,550127,7090,2022
Kentucky,901534,12317,2022
Louisiana,879549,15027,2022
Maine,149543,1582,2022
Maryland,776468,11993,2022
Massachusetts,1223354,20464,2022
Michigan,1804085,29624,2022
Minnesota,1049450,10811,2022
Mississippi,572694,10503,2022
Missouri,1070390,16449,2022
Montana,200846,2916,2022
Nebraska,349523,3373,2022
Nevada,520948,8488,2022
New Hampshire,208073,2013,2022
New Jersey,1711738,29209,2022
New Mexico,361629,5935,2022
New York,3804480,59485,2022
North Carolina,1763388,19552,2022
North Dakota,177857,2068,2022
Northern Mariana Islands,3453,18,2022
Ohio,2112824,29674,2022
Oklahoma,724875,11647,2022
Oregon,441648,5719,2022
Pennsylvania,2150286,37111,2022
Puerto Rico,346363,3324,2022
Rhode Island,253192,3107,2022
South Carolina,1018435,14715,2022
South Dakota,185284,2507,2022
Tennessee,1427973,20741,2022
Texas,4848294,76446,2022
Utah,663801,3855,2022
Vermont,69762,482,2022
Virgin Islands,10714,89,2022
Virginia,1186887,15631,2022
Washington,902887,9962,2022
West Virginia,342607,5372,2022
Wisconsin,1156051,11319,2022
Wyoming,118098,1572,2022
Alabama,944876,16543,2022
Alaska,160056,955,2022
American Samoa,11,0,2022
Arizona,1430241,24586,2022
Arkansas,596409,9278,2022
California,5892644,77042,2022
Colorado,984170,10611,2022
Connecticut,563635,9281,2022
Delaware,195600,2286,2022
District of Columbia,108112,1225,2022
Florida,4486276,62622,2022
Georgia,1896287,30417,2022
Guam,21320,274,2022
Hawaii,127085,1095,2022
Idaho,325795,4224,2022
Illinois,2343834,31536,2022
Indiana,1318412,19448,2022
Iowa,596296,8019,2022
Kansas,550374,7093,2022
Kentucky,913003,12351,2022
Louisiana,893626,15038,2022
Maine,150845,1592,2022
Maryland,789204,12048,2022
Massachusetts,1250765,20510,2022
Michigan,1804085,29624,2022
Minnesota,1056376,10873,2022
Mississippi,579773,10511,2022
Missouri,1083838,16478,2022
Montana,202038,2917,2022
Nebraska,353056,3416,2022
Nevada,523627,8506,2022
New Hampshire,211952,2017,2022
New Jersey,1744002,29315,2022
New Mexico,364861,5971,2022
New York,3884858,59631,2022
North Carolina,1787010,19596,2022
North Dakota,179206,2072,2022
Northern Mariana Islands,3518,18,2022
Ohio,2132266,29674,2022
Oklahoma,731155,11647,2022
Oregon,449267,5728,2022
Pennsylvania,2179312,37366,2022
Puerto Rico,360923,3338,2022
Rhode Island,260110,3112,2022
South Carolina,1035256,14745,2022
South Dakota,187467,2520,2022
Tennessee,1443374,20787,2022
Texas,4893970,76569,2022
Utah,672714,3868,2022
Vermont,71942,482,2022
Virgin Islands,11160,89,2022
Virginia,1202727,15642,2022
Washington,919085,10027,2022
West Virginia,347554,5392,2022
Wisconsin,1170736,11376,2022
Wyoming,119093,1572,2022
Alabama,957848,16585,2022
Alaska,164255,956,2022
American Samoa,11,0,2022
Arizona,1445129,24616,2022
Arkansas,604843,9298,2022
California,6003256,77231,2022
Colorado,994404,10633,2022
Connecticut,573711,9377,2022
Delaware,198507,2330,2022
District of Columbia,110040,1227,2022
Florida,4563163,62688,2022
Georgia,1925143,30478,2022
Guam,21563,275,2022
Hawaii,130605,1098,2022
Idaho,327122,4236,2022
Illinois,2386672,31660,2022
Indiana,1333147,19614,2022
Iowa,596296,8019,2022
Kansas,566401,7124,2022
Kentucky,922708,12390,2022
Louisiana,908428,15054,2022
Maine,152173,1599,2022
Maryland,800982,12107,2022
Massachusetts,1279928,20568,2022
Michigan,1850791,29920,2022
Minnesota,1064205,10906,2022
Mississippi,586547,10527,2022
Missouri,1096061,16492,2022
Montana,203192,2918,2022
Nebraska,355928,3456,2022
Nevada,528892,8510,2022
New Hampshire,214572,2019,2022
New Jersey,1782463,29374,2022
New Mexico,369113,5985,2022
New York,3966952,59827,2022
North Carolina,1812597,19629,2022
North Dakota,180691,2073,2022
Northern Mariana Islands,3561,19,2022
Ohio,2151829,30072,2022
Oklahoma,737593,11647,2022
Oregon,459700,5761,2022
Pennsylvania,2206899,37522,2022
Puerto Rico,373722,3357,2022
Rhode Island,266066,3121,2022
South Carolina,1048252,14746,2022
South Dakota,189411,2522,2022
Tennessee,1461058,20824,2022
Texas,4947742,76676,2022
Utah,682182,3887,2022
Vermont,73802,482,2022
Virgin Islands,11160,89,2022
Virginia,1221036,15651,2022
Washington,935391,10067,2022
West Virginia,351688,5421,2022
Wisconsin,1186069,11402,2022
Wyoming,119857,1572,2022
Alabama,966180,16624,2022
Alaska,164255,956,2022
American Samoa,11,0,2022
Arizona,1461633,24704,2022
Arkansas,613014,9314,2022
California,6037652,77248,2022
Colorado,996960,10635,2022
Connecticut,573711,9377,2022
Delaware,202236,2365,2022
District of Columbia,110040,1227,2022
Florida,4633077,62688,2022
Georgia,1925143,30478,2022
Guam,21563,275,2022
Hawaii,134753,1099,2022
Idaho,327509,4238,2022
Illinois,2386672,31660,2022
Indiana,1333147,19614,2022
Iowa,608000,8019,2022
Kansas,566401,7124,2022
Kentucky,925307,12390,2022
Louisiana,908428,15054,2022
Maine,153376,1603,2022
Maryland,813929,12158,2022
Massachusetts,1279928,20568,2022
Michigan,1850791,29920,2022
Minnesota,1064205,10906,2022
Mississippi,586547,10527,2022
Missouri,1107462,16510,2022
Montana,203192,2918,2022
Nebraska,355928,3468,2022
Nevada,528892,8510,2022
New Hampshire,214572,2019,2022
New Jersey,1815163,29444,2022
New Mexico,369113,5985,2022
New York,4057084,59913,2022
North Carolina,1812902,19629,2022
North Dakota,181621,2074,2022
Northern Mariana Islands,3598,19,2022
Ohio,2170139,30072,2022
Oklahoma,737593,11647,2022
Oregon,459700,5761,2022
Pennsylvania,2240549,37642,2022
Puerto Rico,380339,3361,2022
Rhode Island,266066,3121,2022
South Carolina,1048252,14746,2022
South Dakota,189411,2522,2022
Tennessee,1480651,20853,2022
Texas,4996914,76770,2022
Utah,682182,3887,2022
Vermont,76421,483,2022
Virgin Islands,11160,89,2022
Virginia,1221036,15651,2022
Washington,935391,10067,2022
West Virginia,355872,5421,2022
Wisconsin,1186069,11402,2022
Wyoming,119857,1572,2022
Alabama,978632,16624,2022
Alaska,164255,956,2022
American Samoa,11,0,2022
Arizona,1477483,24773,2022
Arkansas,613014,9314,2022
California,6083283,77260,2022
Colorado,999357,10637,2022
Connecticut,573711,9377,2022
Delaware,205640,2365,2022
District of Columbia,110040,1227,2022
Florida,4633077,62688,2022
Georgia,1925143,30478,2022
Guam,21563,275,2022
Hawaii,139262,1102,2022
Idaho,327509,4238,2022
Illinois,2386672,31660,2022
Indiana,1333147,19614,2022
Iowa,608000,8019,2022
Kansas,566401,7124,2022
Kentucky,927231,12390,2022
Louisiana,908428,15054,2022
Maine,153376,1603,2022
Maryland,831182,12211,2022
Massachusetts,1279928,20568,2022
Michigan,1850791,29920,2022
Minnesota,1064205,10906,2022
Mississippi,586547,10527,2022
Missouri,1114122,16513,2022
Montana,203192,2918,2022
Nebraska,355928,3468,2022
Nevada,528892,8510,2022
New Hampshire,214572,2019,2022
New Jersey,1843677,29456,2022
New Mexico,369113,5985,2022
New York,4136861,60083,2022
North Carolina,1812902,19629,2022
North Dakota,182583,2074,2022
Northern Mariana Islands,3647,20,2022
Ohio,2189228,30072,2022
Oklahoma,737593,11647,2022
Oregon,459700,5761,2022
Pennsylvania,2265232,37665,2022
Puerto Rico,388878,3373,2022
Rhode Island,266066,3121,2022
South Carolina,1048252,14746,2022
South Dakota,189411,2522,2022
Tennessee,1480651,20853,2022
Texas,5037218,76811,2022
Utah,682182,3887,2022
Vermont,76673,483,2022
Virgin Islands,12138,89,2022
Virginia,1221036,15651,2022
Washington,935391,10067,2022
West Virginia,357980,5421,2022
Wisconsin,1186069,11402,2022
Wyoming,119857,1572,2022
Alabama,984882,16624,2022
Alaska,167509,956,2022
American Samoa,11,0,2022
Arizona,1491420,24773,2022
Arkansas,622069,9333,2022
California,6311255,77412,2022
Colorado,1041809,10668,2022
Connecticut,605116,9377,2022
Delaware,208340,2365,2022
District of Columbia,116278,1233,2022
Florida,4759073,62810,2022
Georgia,1974978,30506,2022
Guam,21563,275,2022
Hawaii,143089,1102,2022
Idaho,329023,4239,2022
Illinois,2464150,31916,2022
Indiana,1370535,19796,2022
Iowa,608000,8019,2022
Kansas,580016,7144,2022
Kentucky,941397,12453,2022
Louisiana,937447,15073,2022
Maine,153376,1603,2022
Maryland,840865,12258,2022
Massachusetts,1344643,20643,2022
Michigan,1899802,29979,2022
Minnesota,1075168,10950,2022
Mississippi,603031,10543,2022
Missouri,1124371,16515,2022
Montana,205179,2922,2022
Nebraska,363641,3468,2022
Nevada,546842,8528,2022
New Hampshire,223599,2027,2022
New Jersey,1866733,29494,2022
New Mexico,378363,6022,2022
New York,4194745,60162,2022
North Carolina,1886590,19695,2022
North Dakota,183058,2074,2022
Northern Mariana Islands,3665,20,2022
Ohio,2207270,30072,2022
Oklahoma,764651,11647,2022
Oregon,478203,5779,2022
Pennsylvania,2295089,37686,2022
Puerto Rico,395758,3373,2022
Rhode Island,279831,3136,2022
South Carolina,1094226,14793,2022
South Dakota,191094,2528,2022
Tennessee,1480651,20853,2022
Texas,5085074,76839,2022
Utah,706329,3907,2022
Vermont,76673,483,2022
Virgin Islands,12605,89,2022
Virginia,1278739,15671,2022
Washington,981826,10087,2022
West Virginia,360269,5445,2022
Wisconsin,1219471,11475,2022
Wyoming,121519,1572,2022
Alabama,993418,16630,2022
Alaska,167509,956,2022
American Samoa,11,0,2022
Arizona,1505580,24986,2022
Arkansas,629825,9358,2022
California,6447667,77447,2022
Colorado,1065172,10726,2022
Connecticut,611867,9435,2022
Delaware,210437,2373,2022
District of Columbia,117586,1237,2022
Florida,4806782,62813,2022
Georgia,1999095,30551,2022
Guam,21563,275,2022
Hawaii,146000,1102,2022
Idaho,331339,4244,2022
Illinois,2492045,32028,2022
Indiana,1382348,19908,2022
Iowa,619061,8019,2022
Kansas,580720,7144,2022
Kentucky,950389,12462,2022
Louisiana,949941,15102,2022
Maine,155155,1623,2022
Maryland,850558,12328,2022
Massachusetts,1365608,20763,2022
Michigan,1899802,29979,2022
Minnesota,1104634,10978,2022
Mississippi,608768,10563,2022
Missouri,1136678,16722,2022
Montana,206771,2928,2022
Nebraska,367878,3486,2022
Nevada,552259,8561,2022
New Hampshire,226132,2032,2022
New Jersey,1892142,29634,2022
New Mexico,381295,6047,2022
New York,4244155,60428,2022
North Carolina,1904215,19716,2022
North Dakota,184658,2079,2022
Northern Mariana Islands,3698,20,2022
Ohio,2226881,30435,2022
Oklahoma,769662,11647,2022
Oregon,486202,5814,2022
Pennsylvania,2321087,37899,2022
Puerto Rico,397704,3393,2022
Rhode Island,284907,3144,2022
South Carolina,1102603,14803,2022
South Dakota,195204,2528,2022
Tennessee,1514839,20920,2022
Texas,5141662,76949,2022
Utah,716154,3922,2022
Vermont,76673,483,2022
Virgin Islands,12953,90,2022
Virginia,1295420,15715,2022
Washington,996084,10100,2022
West Virginia,362777,5452,2022
Wisconsin,1234510,11527,2022
Wyoming,122754,1588,2022
Alabama,1004622,16641,2022
Alaska,172018,961,2022
American Samoa,11,0,2022
Arizona,1524363,24992,2022
Arkansas,640799,9372,2022
California,6556829,77595,2022
Colorado,1079375,10760,2022
Connecticut,619185,9442,2022
Delaware,213993,2377,2022
District of Columbia,118802,1240,2022
Florida,4878524,62819,2022
Georgia,2017520,30603,2022
Guam,21563,275,2022
Hawaii,149460,1107,2022
Idaho,334167,4261,2022
Illinois,2526835,32187,2022
Indiana,1397361,20035,2022
Iowa,631301,8201,2022
Kansas,602585,7172,2022
Kentucky,961883,12483,2022
Louisiana,967533,15116,2022
Maine,156532,1623,2022
Maryland,861593,12415,2022
Massachusetts,1389904,20835,2022
Michigan,1935508,30377,2022
Minnesota,1115338,11027,2022
Mississippi,616972,10589,2022
Missouri,1150130,16754,2022
Montana,208576,2934,2022
Nebraska,371654,3495,2022
Nevada,558529,8584,2022
New Hampshire,229373,2032,2022
New Jersey,1915417,29737,2022
New Mexico,388207,6075,2022
New York,4299066,60638,2022
North Carolina,1928584,19774,2022
North Dakota,187573,2086,2022
Northern Mariana Islands,3751,20,2022
Ohio,2246974,30435,2022
Oklahoma,775169,11741,2022
Oregon,494945,5845,2022
Pennsylvania,2351028,38103,2022
